,GrLivArea,YearBuilt,GarageCars,TotalBsmtSF,RoofMatl_ClyTile,YearRemodAdd,Fireplaces,MSZoning_C (all),KitchenAbvGr,OverallCond_3,MSZoning_RM,BsmtFinType1_GLQ,BsmtQual_Ex,Condition2_PosN,Neighborhood_Crawfor,OverallCond_4,KitchenQual_Ex,SaleCondition_Abnorml,LotArea,MSSubClass_30,KitchenQual_Gd,OverallCond_7,OverallQual_8,Neighborhood_MeadowV,CentralAir_N,OverallQual_9,OverallQual_10,OverallQual_7,BsmtFullBath,OverallQual_6,Functional_Maj2,BldgType_Twnhs,OverallQual_1,ScreenPorch,SaleType_WD,Neighborhood_Edwards,Heating_Grav,WoodDeckSF,Exterior1st_BrkFace,OverallCond_6,OverallCond_8,OverallCond_9,Foundation_CBlock,BsmtExposure_Gd,Condition1_Artery,Functional_Mod,MSZoning_FV,Neighborhood_NridgHt,Neighborhood_StoneBr,BldgType_TwnhsE,LotConfig_CulDSac,GarageCond_Fa,Condition1_RRAe,Functional_Sev,BsmtFinType1_Unf,EnclosedPorch,PoolQC_Gd,HeatingQC_TA,HalfBath,Condition1_Feedr,BsmtCond_Ex,SalePrice
705,1092,1930,0,0,0,1950,0,0,2,0,1,0,0,0,0,0,0,0,5600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91508846
706,1824,1971,2,1643,0,2002,2,0,1,0,0,1,0,0,0,0,0,0,115149,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,380,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.6181823
707,1324,2006,2,1324,0,2006,1,0,1,0,0,1,0,0,0,0,0,0,6240,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12.44508955
708,1456,2007,2,728,0,2007,1,0,1,0,0,0,0,0,0,0,0,0,9018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.0981533
709,904,1966,1,876,0,1966,0,0,1,0,0,0,0,0,0,0,0,1,7162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.60732614
710,729,1935,0,270,0,2003,0,0,1,0,0,0,0,0,0,0,0,0,4130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.858999
711,1178,1900,1,859,0,1950,0,1,1,0,0,0,0,0,0,0,0,1,8712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,11.54030714
712,1228,1988,2,1228,0,1989,1,0,1,0,0,1,0,0,0,0,0,0,4671,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.14950229
713,960,1970,2,960,0,1970,0,0,1,0,0,0,0,0,0,0,0,0,9873,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.76756768
714,1479,1976,2,725,0,2005,0,0,1,0,0,1,0,0,0,0,0,0,13517,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11.77912851
715,1350,1974,2,1064,0,1974,1,0,1,0,0,0,0,0,0,0,0,0,10140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12.01370075
716,2554,1890,2,718,0,1998,0,0,1,0,1,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,0,0,1,0,0,11.9797992
717,1178,1973,2,1176,0,2000,1,0,1,0,0,0,0,0,0,0,0,0,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.96400108
718,2418,1993,3,1311,0,1994,1,0,1,0,0,1,0,0,0,0,0,0,10542,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,0,0,1,0,0,12.73963776
719,971,1969,1,971,0,1969,1,0,1,0,0,0,0,0,0,0,0,0,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.76368418
720,1742,1985,2,1742,0,1985,1,0,1,0,0,1,0,0,0,0,0,0,6563,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,114,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,234,0,1,0,0,0,12.52452638
721,848,2004,2,848,0,2004,0,0,1,0,1,1,0,0,0,0,0,0,4426,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.87059991
722,864,1970,2,864,0,1970,0,0,1,0,0,0,0,0,0,0,0,0,8120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73206099
723,1470,1954,1,941,0,1972,0,0,1,0,0,0,0,0,0,0,0,0,8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.81303006
724,1698,2007,3,1698,0,2008,1,0,1,0,0,1,1,0,0,0,1,0,13286,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67607627
725,864,1970,2,864,0,1970,0,0,1,0,0,0,0,0,0,0,0,0,6960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.69940503
726,1680,1988,2,880,0,2007,1,0,1,0,0,1,0,0,1,0,0,0,21695,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,292,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31043266
727,1232,2007,2,1232,0,2007,0,0,1,0,0,1,0,0,0,0,0,0,7314,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17818744
728,1776,1958,3,1584,0,1958,0,0,2,0,0,0,0,0,0,0,0,1,11475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.60823564
729,1208,1925,2,780,0,1950,0,0,1,0,1,0,0,0,0,0,0,0,6240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,0,0,0,11.54248427
730,1616,1995,2,1595,0,1996,1,0,1,0,0,1,0,0,0,0,0,0,5389,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,237,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.37370349
731,1146,2003,2,868,0,2003,1,0,1,0,0,1,1,0,0,0,0,0,9590,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14153412
732,2031,1998,2,1153,0,1999,1,0,1,0,0,0,0,0,0,0,0,0,11404,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.31268238
733,1144,1961,1,864,0,1983,1,0,1,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,165,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.78600139
734,948,1968,1,948,0,1968,0,0,1,0,0,0,0,0,0,0,0,0,8978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.58988651
735,1768,1914,2,880,0,1970,2,0,1,0,1,0,0,0,0,0,0,0,10800,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.00150548
736,1040,1950,2,0,0,1950,0,0,2,0,0,0,0,0,0,1,0,0,8544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44571672
737,1801,2005,3,893,0,2005,1,0,1,0,0,0,0,0,0,0,0,0,10463,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,12.38797745
738,1200,1987,0,1200,0,1988,0,0,1,0,0,1,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.09514108
739,1728,2004,2,864,0,2004,0,0,1,0,0,0,0,0,0,0,0,0,9313,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.15477935
740,1432,1910,2,264,0,2002,0,0,1,0,1,0,0,0,0,0,0,1,9600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0,0,0,11.7905572
741,912,1961,1,912,0,1996,0,0,1,0,0,1,0,0,0,0,0,0,6768,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,168,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.86358234
742,1349,2000,2,1349,0,2001,0,0,1,0,0,0,0,0,0,0,0,0,8450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.09514108
743,1464,1963,2,520,0,1999,1,0,1,0,0,0,0,0,0,0,0,0,12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,302,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.07254125
744,1337,1993,2,1337,0,1993,1,0,1,0,0,1,0,0,0,0,0,0,5395,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,70,0,0,0,0,0,12.10071213
745,2715,1976,2,1142,0,1996,2,0,1,0,0,1,0,0,0,0,0,0,8963,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.61087086
746,2256,2000,2,952,0,2000,1,0,1,0,0,1,0,0,0,0,0,0,8795,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.37158708
747,2640,1880,4,1240,0,2003,1,0,1,0,1,0,0,0,0,0,0,0,11700,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,386,0,1,1,0,0,12.49117264
748,1720,1996,2,1720,0,1996,1,0,1,0,0,1,0,0,0,0,0,0,10593,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,12.46997419
749,1529,1945,1,0,0,1950,0,0,1,1,0,0,0,0,0,0,0,0,8405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,0,1,0,0,0,11.49272276
750,1140,1910,0,576,0,2004,0,0,1,0,1,0,0,0,0,0,0,0,8800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.47729829
751,1320,2003,2,660,0,2003,0,0,1,0,0,0,0,0,0,0,0,0,7750,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.99535161
752,1494,1997,2,1479,0,1997,0,0,1,0,0,1,0,0,0,0,0,0,9236,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28765263
753,2098,2005,3,1030,0,2005,1,0,1,0,0,0,0,0,0,0,1,0,10240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12.52634291
754,1026,1969,2,1026,0,2005,0,0,1,0,0,1,0,0,0,0,0,0,7930,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,171,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95761129
755,1471,1999,2,729,0,1999,0,0,1,0,0,1,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.05815252
756,1768,2007,2,866,0,2007,0,0,1,0,0,1,0,0,0,0,0,0,10769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.26434155
757,1386,1978,2,672,0,1978,1,0,1,0,0,0,0,0,0,0,0,1,11616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,335,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11.97603035
758,1501,1999,2,744,0,1999,0,0,1,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.09737323
759,2531,1995,3,1318,0,1995,1,0,1,0,0,0,0,0,0,0,0,0,12257,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.5776362
760,864,1959,1,864,0,1959,0,0,1,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75587164
761,1301,1924,2,1145,0,1950,0,0,1,0,1,0,0,0,0,0,0,0,6911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.51292546
762,1547,2009,2,756,0,2009,0,0,1,0,0,1,0,0,0,0,0,0,8640,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.27932311
763,2365,1999,3,1252,0,1999,1,0,1,0,0,1,0,0,0,0,0,0,9430,0,1,0,1,0,0,0,0,0,1,0,0,0,0,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.72783821
764,1494,1995,2,1494,0,1996,1,0,1,0,0,0,0,0,0,0,1,0,9549,0,0,0,1,0,0,0,0,0,1,0,0,0,0,216,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,12.50617724
765,1506,2008,2,1498,0,2008,1,0,1,0,0,0,0,0,0,0,1,0,14587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.48420426
766,1714,1988,2,980,0,1988,1,0,1,0,0,1,0,0,0,0,0,0,10421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,156,0,1,1,0,0,12.18841771
767,1750,1940,1,983,0,1985,0,0,1,0,0,0,0,0,0,0,0,0,12508,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,245,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,11.98292909
768,1836,2004,2,1860,0,2005,1,0,1,0,0,1,0,0,0,0,0,0,9100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2869012
769,3279,2003,3,1650,0,2003,1,0,1,0,0,0,0,0,0,0,1,0,53504,0,0,0,1,0,0,0,0,0,1,0,0,0,0,210,1,0,0,503,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,13.19561384
770,858,1982,2,858,0,1982,0,0,1,0,0,1,0,0,0,0,0,0,7252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.81228904
771,1220,1951,2,836,0,1951,0,0,1,0,0,0,0,0,0,0,0,0,8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.53272809
772,1117,1976,2,1029,0,1976,1,0,1,0,0,0,0,0,0,0,0,1,7819,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.58058411
773,912,1958,1,912,0,1958,0,0,1,0,0,0,0,0,0,0,0,0,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.6483301
774,1973,2006,3,1935,0,2006,1,0,1,0,0,0,0,0,0,0,0,0,14226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.88664104
775,1204,1998,2,1204,0,1998,0,0,1,0,1,1,1,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.99535161
776,1614,2005,3,1614,0,2006,0,0,1,0,0,1,0,0,0,0,0,0,11210,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.30817787
777,894,1974,2,864,0,1974,1,0,1,0,0,0,0,0,0,0,0,0,13350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.86709728
778,2020,1977,2,0,0,1977,2,0,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.87756858
779,1004,1977,2,975,0,1977,0,0,1,0,0,1,0,0,0,0,0,0,10530,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.81303006
780,1253,1995,2,1237,0,1996,1,0,1,0,0,0,0,0,0,0,0,0,7875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.07823927
781,1603,1992,2,761,0,1992,0,0,1,0,0,0,0,0,0,0,0,0,7153,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.07767093
782,1430,2001,2,1413,0,2002,0,0,1,0,0,0,0,0,0,0,0,0,16285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.13939851
783,1110,1978,2,1097,0,1978,1,0,1,0,0,1,0,0,0,0,0,0,9101,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01672647
784,1484,1914,0,742,0,2001,1,0,1,0,1,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,134,0,0,0,0,0,11.75978554
785,1342,1967,2,1372,0,1967,1,0,1,0,0,0,0,0,0,0,0,0,9790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.99226042
786,1652,1915,1,686,0,1950,0,0,1,0,1,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,0,1,0,0,0,11.84222921
787,2084,2004,2,956,0,2004,0,0,1,0,0,1,0,0,0,0,0,0,10142,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.35879373
788,901,1954,1,901,0,2000,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.58896015
789,2087,1966,2,832,0,2007,0,0,1,0,0,0,0,0,0,0,0,0,12205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,133,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.14153412
790,1145,2005,2,1145,0,2006,1,0,1,0,0,1,0,0,0,0,0,0,3182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.98417831
791,1062,1976,2,1029,0,1976,2,0,1,0,0,0,0,0,0,0,0,0,11333,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.8968264
792,2013,1996,2,1117,0,1997,1,0,1,0,0,1,0,0,0,0,0,0,9920,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.50539916
793,1496,2007,2,1496,0,2007,0,0,1,0,0,0,0,0,0,0,0,0,9158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.32385568
794,1895,1994,2,712,0,1996,1,0,1,0,0,0,0,0,0,0,0,0,10832,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.17818744
795,1564,1980,2,650,0,1981,1,0,1,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12.04941884
796,1285,1977,2,660,0,1977,1,0,1,0,0,0,0,0,0,0,0,0,8197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.87409031
797,773,1953,1,773,0,1953,0,0,1,0,0,0,0,0,0,0,0,1,7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60823564
798,3140,2008,3,1926,0,2009,2,0,1,0,0,0,1,0,0,0,1,0,13518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13.09190417
799,1768,1937,1,731,0,1950,2,0,1,0,0,0,0,0,0,0,0,0,7200,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,1,1,0,12.07254125
800,1688,1997,2,616,0,1997,0,0,1,0,0,1,0,0,0,0,0,0,12798,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,185,0,0,1,1,0,12.20607265
801,1196,1916,2,1196,0,1990,0,0,1,0,1,0,0,0,0,0,0,0,4800,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60732614
802,1456,2005,2,728,0,2005,1,0,1,0,0,1,0,0,0,0,0,0,8199,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.14950229
803,2822,2008,3,1734,0,2009,1,0,1,0,0,0,1,0,0,0,1,0,13891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,0,0,52,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13.27582754
