,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,Alley_Grvl,LotShape_IR2,LandContour_Bnk,LotConfig_CulDSac,BldgType_TwnhsE,RoofStyle_Gable,RoofMatl_WdShngl,MasVnrType_BrkFace,ExterQual_TA,ExterCond_Fa,Foundation_PConc,BsmtExposure_Not_Avail,BsmtFinType2_Not_Avail,HeatingQC_Fa,CentralAir_N,Electrical_FuseF,KitchenQual_TA,Functional_Maj2,GarageFinish_RFn,GarageQual_Fa,PavedDrive_P,PoolQC_Not_Avail,Fence_Not_Avail,MiscFeature_Not_Avail,SaleType_New
734,0.0,8978,1968,1968,0.0,0,948,948,948,0,948,0,1,0,3,1,6,0,1968.0,1,300,147,0,0,0,0,108000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
735,60.0,10800,1914,1970,0.0,390,490,880,880,888,1768,0,1,1,2,1,6,2,1914.0,2,320,0,341,0,0,0,163000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
736,60.0,8544,1950,1950,0.0,0,0,0,1040,0,1040,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,93500,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0
737,72.0,10463,2005,2005,0.0,0,893,893,901,900,1801,0,2,1,3,1,8,1,2005.0,3,800,0,116,0,0,0,239900,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
738,60.0,10800,1987,1988,0.0,1200,0,1200,1200,0,1200,3,3,0,3,1,5,0,0.0,0,0,120,0,0,0,0,179000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
739,65.0,9313,2004,2004,0.0,0,864,864,864,864,1728,0,2,1,3,1,7,0,2004.0,2,572,187,56,0,0,0,190000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
740,60.0,9600,1910,2002,0.0,0,264,264,768,664,1432,0,2,0,2,1,7,0,1910.0,2,360,270,0,112,0,0,132000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
741,65.0,6768,1961,1996,0.0,832,80,912,912,0,912,1,1,0,3,1,5,0,1962.0,1,288,168,0,0,0,0,142000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
742,65.0,8450,2000,2001,108.0,0,1349,1349,1349,0,1349,0,2,0,3,1,6,0,2000.0,2,539,120,55,0,0,0,179000,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
743,70.0,12886,1963,1999,0.0,444,76,520,1464,0,1464,0,2,0,3,1,6,1,1997.0,2,480,302,0,0,100,0,175000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
744,41.0,5395,1993,1993,0.0,733,604,1337,1337,0,1337,1,2,0,2,1,5,1,1993.0,2,462,96,0,70,0,0,180000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
745,0.0,8963,1976,1996,289.0,575,487,1142,1175,1540,2715,0,3,1,4,1,11,2,1994.0,2,831,0,204,0,0,0,299800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
746,0.0,8795,2000,2000,0.0,300,652,952,980,1276,2256,0,2,1,4,1,8,1,2000.0,2,554,224,54,0,0,0,236000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
747,65.0,11700,1880,2003,0.0,0,1240,1240,1320,1320,2640,0,1,1,4,1,8,1,1950.0,4,864,181,0,386,0,0,265979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
748,59.0,10593,1996,1996,338.0,919,801,1720,1720,0,1720,1,2,0,3,1,7,1,1996.0,2,527,240,56,154,0,0,260400,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
749,50.0,8405,1945,1950,0.0,0,0,0,1088,441,1529,0,2,0,4,1,9,0,1945.0,1,240,92,0,185,0,0,98000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0
750,55.0,8800,1910,2004,0.0,0,576,576,792,348,1140,0,1,0,3,1,7,0,0.0,0,0,0,160,0,0,0,96500,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
751,0.0,7750,2003,2003,0.0,0,660,660,660,660,1320,0,2,1,3,1,6,0,2003.0,2,400,0,48,0,0,0,162000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
752,79.0,9236,1997,1997,0.0,1200,279,1479,1494,0,1494,1,2,0,3,1,6,0,1997.0,2,576,168,27,0,0,0,217000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
753,80.0,10240,2005,2005,178.0,0,1030,1030,1038,1060,2098,0,2,1,3,1,8,1,2005.0,3,878,192,52,0,0,0,275500,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
754,61.0,7930,1969,2005,0.0,439,115,1026,1026,0,1026,1,1,0,3,1,5,0,1969.0,2,440,171,48,0,0,0,156000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
755,34.0,3230,1999,1999,894.0,381,348,729,742,729,1471,0,2,1,3,1,6,0,1999.0,2,440,0,24,0,0,0,172500,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
756,68.0,10769,2007,2007,0.0,20,846,866,866,902,1768,0,2,1,3,1,7,0,2007.0,2,578,144,105,0,0,0,212000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
757,0.0,11616,1978,1978,328.0,438,234,672,672,714,1386,0,2,1,3,1,6,1,1978.0,2,440,335,0,0,0,0,158900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
758,24.0,2280,1999,1999,360.0,549,195,744,757,744,1501,0,2,1,3,1,6,0,1999.0,2,440,0,0,0,0,0,179400,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
759,65.0,12257,1995,1995,513.0,56,1198,1318,1328,1203,2531,0,2,1,4,1,9,1,1995.0,3,752,222,98,0,0,0,290000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
760,70.0,9100,1959,1959,0.0,612,252,864,864,0,864,0,1,0,2,1,5,0,2008.0,1,300,0,0,0,0,0,127500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
761,60.0,6911,1924,1950,0.0,405,740,1145,1301,0,1301,0,1,0,2,1,5,0,1965.0,2,440,0,0,0,0,0,100000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
762,72.0,8640,2009,2009,0.0,24,732,756,764,783,1547,0,2,1,3,1,7,0,2009.0,2,614,169,45,0,0,0,215200,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
763,82.0,9430,1999,1999,673.0,1163,89,1252,1268,1097,2365,1,2,1,3,1,8,1,1999.0,3,856,0,128,0,180,0,337000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
764,30.0,9549,1995,1996,0.0,437,0,1494,1494,0,1494,1,1,1,2,1,6,1,1995.0,2,481,0,30,0,216,0,270000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
765,75.0,14587,2008,2008,284.0,0,1498,1498,1506,0,1506,0,2,0,2,1,6,1,2008.0,2,592,0,174,0,0,0,264132,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
766,80.0,10421,1988,1988,42.0,394,586,980,980,734,1714,0,2,1,3,1,7,1,1988.0,2,496,228,66,156,0,0,196500,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
767,75.0,12508,1940,1985,0.0,660,323,983,983,767,1750,1,2,0,4,1,7,0,1989.0,1,423,245,0,156,0,0,160000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
768,70.0,9100,2004,2005,0.0,24,1836,1860,1836,0,1836,0,2,0,3,1,8,1,2004.0,2,484,120,33,0,0,0,216837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
769,47.0,53504,2003,2003,603.0,1416,234,1650,1690,1589,3279,1,3,1,4,1,12,1,2003.0,3,841,503,36,0,210,0,538000,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
770,0.0,7252,1982,1982,0.0,685,173,858,858,0,858,1,1,0,2,1,5,0,1983.0,2,576,120,0,0,0,0,134900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
771,67.0,8877,1951,1951,0.0,836,0,836,1220,0,1220,0,1,0,2,1,6,0,1951.0,2,396,0,0,0,0,0,102000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
772,94.0,7819,1976,1976,0.0,422,480,1029,1117,0,1117,1,1,0,3,1,6,1,1976.0,2,672,144,0,0,0,0,107000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
773,70.0,10150,1958,1958,1.0,456,456,912,912,0,912,0,1,0,2,1,5,0,1958.0,1,275,0,0,0,0,0,114500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
774,110.0,14226,2006,2006,375.0,0,1935,1935,1973,0,1973,0,2,0,3,1,9,1,2006.0,3,895,315,45,0,0,0,395000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
775,32.0,4500,1998,1998,320.0,866,338,1204,1204,0,1204,1,2,0,2,1,5,0,1998.0,2,412,0,247,0,0,0,162000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
776,86.0,11210,2005,2006,240.0,20,1594,1614,1614,0,1614,0,2,0,3,1,7,0,2005.0,3,865,144,59,0,0,0,221500,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
777,100.0,13350,1974,1974,0.0,762,102,864,894,0,894,1,1,0,3,1,5,1,1974.0,2,440,241,0,0,0,0,142500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
778,60.0,8400,1977,1977,320.0,0,0,0,2020,0,2020,0,2,0,4,2,10,2,1977.0,2,630,0,0,0,0,0,144000,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
779,78.0,10530,1977,1977,90.0,975,0,975,1004,0,1004,1,1,0,2,1,4,0,1977.0,2,504,0,0,0,0,0,135000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
780,63.0,7875,1995,1996,38.0,0,1237,1237,1253,0,1253,0,2,0,3,1,6,1,1995.0,2,402,220,21,0,0,0,176000,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
781,65.0,7153,1992,1992,0.0,387,374,761,810,793,1603,0,2,1,3,1,7,0,1992.0,2,484,0,124,0,0,0,175900,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
782,67.0,16285,2001,2002,0.0,0,1413,1413,1430,0,1430,0,2,0,3,1,6,0,2001.0,2,605,0,33,0,0,0,187100,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
783,0.0,9101,1978,1978,104.0,1097,0,1097,1110,0,1110,1,1,0,1,1,4,1,1978.0,2,602,303,30,0,0,0,165500,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
784,35.0,6300,1914,2001,0.0,0,742,742,742,742,1484,0,2,0,3,1,9,1,0.0,0,0,0,291,134,0,0,128000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
785,0.0,9790,1967,1967,0.0,251,491,1372,1342,0,1342,0,2,0,3,1,7,1,1967.0,2,457,0,0,0,197,0,161500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
786,60.0,10800,1915,1950,0.0,686,0,686,966,686,1652,1,2,0,4,1,7,0,1961.0,1,416,0,0,196,0,0,139000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
787,76.0,10142,2004,2004,0.0,656,300,956,956,1128,2084,1,2,1,4,1,8,0,2004.0,2,618,0,45,0,0,0,233000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
788,50.0,6000,1954,2000,0.0,0,901,901,901,0,901,0,1,0,2,1,4,0,1954.0,1,281,0,0,0,0,0,107900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
789,0.0,12205,1966,2007,157.0,568,264,832,976,1111,2087,0,2,1,5,1,9,0,1966.0,2,444,133,168,0,0,0,187500,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
790,43.0,3182,2005,2006,11.0,16,1129,1145,1145,0,1145,0,2,0,2,1,5,1,2005.0,2,397,100,16,0,0,0,160200,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
791,0.0,11333,1976,1976,0.0,539,490,1029,1062,0,1062,1,1,0,3,1,5,2,1976.0,2,539,120,0,0,0,0,146800,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
792,92.0,9920,1996,1997,0.0,862,255,1117,1127,886,2013,1,2,1,3,1,8,1,1997.0,2,455,180,130,0,0,0,269790,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
793,76.0,9158,2007,2007,140.0,0,1496,1496,1496,0,1496,0,2,0,3,1,7,0,2007.0,2,474,168,130,0,0,0,225000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
794,0.0,10832,1994,1996,0.0,0,712,712,1086,809,1895,0,2,1,3,1,7,1,1994.0,2,409,143,46,0,0,0,194500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
795,70.0,8400,1980,1981,130.0,0,650,650,888,676,1564,0,2,1,3,1,7,1,1980.0,2,476,0,50,0,204,0,171000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
796,71.0,8197,1977,1977,148.0,0,660,660,1285,0,1285,0,1,1,3,1,7,1,1977.0,2,528,138,0,0,0,0,143500,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
797,57.0,7677,1953,1953,0.0,570,203,773,773,0,773,0,1,0,2,1,4,0,1953.0,1,240,0,0,0,0,0,110000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
798,104.0,13518,2008,2009,860.0,0,1926,1926,1966,1174,3140,0,3,1,4,1,11,2,2009.0,3,820,144,78,0,0,0,485000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
799,60.0,7200,1937,1950,252.0,569,162,731,981,787,1768,1,1,1,3,1,7,2,1939.0,1,240,0,0,264,0,0,175000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800,79.0,12798,1997,1997,0.0,462,154,616,616,1072,1688,1,2,1,4,1,8,0,1997.0,2,603,403,114,185,0,0,200000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
801,40.0,4800,1916,1990,0.0,197,999,1196,1196,0,1196,1,1,0,2,1,5,0,1957.0,2,440,0,0,0,0,0,109900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
802,63.0,8199,2005,2005,0.0,648,80,728,728,728,1456,1,2,1,3,1,7,1,2005.0,2,410,36,18,0,0,0,189000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
803,107.0,13891,2008,2009,424.0,0,1734,1734,1734,1088,2822,0,3,1,4,1,12,1,2009.0,3,1020,52,170,0,192,0,582933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
804,75.0,9000,1954,1954,0.0,812,124,936,1128,0,1128,0,1,0,2,1,5,0,1954.0,1,286,0,0,0,0,0,118000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
805,91.0,12274,2008,2008,256.0,0,1417,1417,1428,0,1428,0,2,0,3,1,6,0,2008.0,2,554,0,60,0,0,0,227680,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
806,75.0,9750,1967,1967,0.0,400,100,980,980,0,980,0,2,0,3,1,6,0,1967.0,1,384,68,0,0,0,0,135500,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
807,144.0,21384,1923,2004,0.0,1309,15,1324,1072,504,1576,2,1,1,3,1,6,1,1923.0,2,528,0,312,0,0,0,223500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
808,85.0,13400,1966,1966,1047.0,516,380,1024,1086,0,1086,1,1,0,3,1,6,1,1966.0,2,484,0,0,0,0,0,159950,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
809,90.0,8100,1898,1965,0.0,0,849,849,1075,1063,2138,0,2,0,2,3,11,0,1910.0,2,360,40,156,0,0,0,106000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
810,78.0,10140,1974,1999,99.0,663,0,1040,1309,0,1309,1,1,1,3,1,5,1,1974.0,2,484,265,0,0,0,648,181000,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
811,0.0,4438,2004,2004,169.0,662,186,848,848,0,848,1,1,0,1,1,4,1,2004.0,2,420,140,0,0,0,0,144500,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
812,66.0,8712,1952,1952,0.0,0,540,540,1044,0,1044,0,1,0,2,1,4,0,1952.0,2,504,0,0,0,0,0,55993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
813,75.0,9750,1958,1958,243.0,608,834,1442,1442,0,1442,0,1,1,4,1,7,0,1958.0,1,301,0,0,275,0,0,157900,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
814,45.0,8248,1918,1950,0.0,0,686,686,686,564,1250,0,1,1,3,1,7,0,1955.0,1,280,207,0,96,0,0,116000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
815,48.0,12137,1998,1998,442.0,0,1649,1649,1661,0,1661,0,2,0,3,1,6,0,1998.0,2,598,0,34,0,0,0,224900,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
816,0.0,11425,1954,1954,0.0,486,522,1008,1008,0,1008,0,1,0,2,1,4,1,1954.0,1,275,0,0,120,0,0,137000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
817,0.0,13265,2002,2002,148.0,1218,350,1568,1689,0,1689,1,2,0,3,1,7,2,2002.0,3,857,150,59,0,0,0,271000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
818,80.0,8816,1971,1971,80.0,504,506,1010,1052,0,1052,1,1,0,3,1,6,0,1971.0,2,440,0,0,0,0,0,155000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
819,44.0,6371,2009,2010,128.0,733,625,1358,1358,0,1358,1,2,0,2,1,6,1,2010.0,2,484,192,35,0,0,0,224000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
820,72.0,7226,2003,2003,0.0,0,798,798,798,842,1640,0,2,1,3,1,6,0,2003.0,2,595,0,45,0,0,0,183000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
821,60.0,6000,1953,1953,0.0,0,936,936,936,0,936,0,1,0,2,1,4,0,1974.0,2,576,0,32,112,0,0,93000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
822,0.0,12394,2003,2003,0.0,0,847,847,847,886,1733,0,2,1,3,1,7,1,2003.0,2,433,100,48,0,0,0,225000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
823,60.0,9900,1940,1950,0.0,0,778,778,944,545,1489,0,2,0,3,1,7,1,1940.0,1,240,335,0,0,0,0,139500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
824,81.0,11216,2006,2006,0.0,0,1489,1489,1489,0,1489,0,2,0,3,1,7,1,2006.0,2,776,0,140,0,0,0,232600,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
825,114.0,14803,2007,2008,816.0,1636,442,2078,2084,0,2084,1,2,0,2,1,7,1,2007.0,3,1220,188,45,0,0,0,385000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
826,50.0,6130,1924,1950,0.0,784,0,784,784,0,784,1,1,0,2,1,5,0,0.0,0,0,0,0,116,0,0,109500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
827,65.0,8529,2001,2001,0.0,20,1434,1454,1434,0,1434,0,2,0,3,1,6,1,2001.0,2,527,290,39,0,0,0,189000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
828,0.0,28698,1967,1967,0.0,249,0,1013,1160,966,2126,0,2,1,3,1,7,0,1967.0,2,538,486,0,0,225,0,185000,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
829,24.0,2544,2005,2005,0.0,0,600,600,520,623,1223,0,2,1,2,1,4,0,2005.0,2,480,0,166,0,0,0,147400,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
830,80.0,11900,1957,1957,387.0,1040,352,1392,1392,0,1392,1,1,1,3,1,6,2,1957.0,2,458,0,0,0,192,0,166000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
831,30.0,3180,2005,2005,0.0,0,600,600,520,600,1200,0,2,1,2,1,4,0,2005.0,2,480,0,166,0,0,0,151000,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
832,44.0,9548,2003,2003,223.0,483,458,941,941,888,1829,1,2,1,3,1,7,1,2003.0,2,613,192,39,0,0,0,237000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
833,100.0,10004,1964,1964,180.0,196,975,1516,1516,0,1516,0,1,1,3,1,6,0,1964.0,2,472,0,0,0,152,0,167000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
834,75.0,7875,1961,1961,136.0,572,572,1144,1144,0,1144,1,1,0,3,1,6,0,1961.0,2,456,0,0,0,0,0,139950,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
835,60.0,9600,1950,1995,0.0,442,625,1067,1067,0,1067,0,2,0,2,1,4,0,1996.0,2,436,290,0,0,0,0,128000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
836,90.0,8100,1948,1973,0.0,338,1221,1559,1559,0,1559,1,1,0,2,1,5,0,1948.0,2,812,0,116,230,0,0,153500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
837,21.0,1680,1973,1973,158.0,330,153,483,483,504,987,1,1,1,2,1,5,0,1973.0,1,264,0,0,0,0,0,100000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
838,75.0,9525,1995,2006,0.0,0,1099,1099,1099,0,1099,0,1,1,3,1,6,0,1999.0,1,352,278,0,0,0,0,144000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
839,70.0,11767,1946,1995,0.0,352,416,768,768,432,1200,0,1,0,3,1,6,0,1946.0,1,240,0,0,0,0,0,130500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
840,0.0,12155,1925,1950,0.0,156,516,672,810,672,1482,0,2,0,4,1,7,0,1934.0,1,400,0,0,254,0,0,140000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
841,60.0,10440,1904,2002,0.0,0,650,650,958,581,1539,0,2,0,3,1,8,1,1983.0,2,686,70,78,68,0,0,157500,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
842,82.0,9020,1966,1966,183.0,312,276,1127,1165,0,1165,1,1,1,3,1,6,0,1966.0,2,490,0,129,0,0,0,174900,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
843,80.0,8000,1961,1961,0.0,0,1800,1800,1800,0,1800,0,2,0,6,2,10,0,0.0,0,0,0,0,0,0,0,141000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
844,100.0,12665,1915,1950,0.0,0,876,876,876,540,1416,0,1,1,4,1,7,1,1949.0,3,720,418,0,194,0,0,153900,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
845,0.0,16647,1975,1981,0.0,1390,0,1390,1701,0,1701,1,2,0,3,1,6,2,1975.0,2,611,0,0,0,0,0,171000,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
846,75.0,9317,1993,1993,137.0,513,227,740,1006,769,1775,1,2,1,3,1,7,1,1993.0,2,425,234,72,192,0,0,213000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
